station,valid,tmpf,dwpf,relh,sknt,ceiling
PAFA,2/21/2024 5:53,27,23,84.66,3,20000
PAFA,2/21/2024 6:53,26,22,84.59,3,20000
PAFA,10/14/2023 4:53,25,21,84.53,3,20000
PAFA,10/14/2023 5:53,25,21,84.53,3,20000
PAFA,10/26/2023 2:53,21,17,84.26,3,20000
PAFA,7/26/2023 9:53,68,63,84.03,3,20000
PAFA,11/29/2023 11:53,17,13,83.98,3,20000
PAFA,12/12/2024 4:53,17,13,83.98,3,20000
PAFA,7/26/2023 10:53,66,61,83.91,3,20000
PAFA,10/28/2023 4:53,12,8,83.63,3,20000
PAFA,2/19/2025 5:53,12,8,83.63,3,20000
PAFA,8/8/2023 16:53,61,56,83.59,3,20000
PAFA,11/29/2023 19:53,9,5,83.41,3,20000
PAFA,12/5/2024 14:53,9,5,83.41,3,20000
PAFA,2/18/2023 18:53,1,-3,83.21,3,20000
PAFA,2/10/2024 8:53,5,1,83.12,3,20000
PAFA,1/11/2023 13:53,0,-4,82.74,3,20000
PAFA,1/10/2023 13:53,-4,-8,82.42,3,20000
PAFA,9/14/2023 9:53,42,37,82.3,3,20000
PAFA,9/3/2024 16:53,41,36,82.22,3,20000
PAFA,2/21/2024 4:53,29,24,81.32,3,20000
PAFA,2/13/2024 11:53,23,18,80.85,3,20000
PAFA,7/23/2024 13:53,61,55,80.61,3,20000
PAFA,3/25/2024 13:53,20,15,80.6,3,20000
PAFA,1/2/2023 22:53,10.9,6,80.57,3,20000
PAFA,2/13/2024 18:53,19,14,80.52,3,20000
PAFA,3/5/2025 4:53,19,14,80.52,3,20000
PAFA,2/13/2024 17:53,18,13,80.44,3,20000
PAFA,2/14/2024 12:53,17,12,80.36,3,20000
PAFA,2/22/2024 6:53,17,12,80.36,3,20000
PAFA,10/24/2023 16:44,14,9,80.1,3,20000
PAFA,3/3/2025 17:53,13,8,80.02,3,20000
PAFA,8/16/2023 12:53,53,47,80,3,20000
PAFA,1/11/2025 8:53,9,4,79.67,3,20000
PAFA,11/16/2023 11:53,8,3,79.58,3,20000
PAFA,12/24/2024 11:53,8,3,79.58,3,20000
PAFA,1/15/2025 10:53,7,2,79.5,3,20000
PAFA,9/14/2023 7:53,44,38,79.27,3,20000
PAFA,1/10/2023 14:53,-5,-9.9,79.16,3,20000
PAFA,2/28/2025 16:53,2,-3,79.04,3,20000
PAFA,1/11/2023 7:53,1,-4,78.95,3,20000
PAFA,10/17/2023 2:53,37,31,78.69,3,20000
PAFA,10/16/2023 19:53,31,25,78.16,3,20000
PAFA,2/7/2024 5:53,-8,-13,78.1,3,20000
PAFA,10/26/2023 1:53,25,19,77.62,3,20000
PAFA,2/13/2024 16:53,21,15,77.25,3,20000
PAFA,8/16/2023 11:53,54,47,77.12,3,20000
PAFA,2/14/2024 15:53,18,12,76.97,3,20000
PAFA,10/24/2023 16:53,14,8,76.58,3,20000
PAFA,12/11/2024 17:53,13,7,76.48,3,20000
PAFA,1/15/2025 9:53,9,3,76.08,3,20000
PAFA,2/10/2024 18:53,7,1,75.88,3,20000
PAFA,12/20/2023 8:53,1,-5,75.25,3,20000
PAFA,12/20/2023 9:53,1,-5,75.25,3,20000
PAFA,12/24/2024 22:53,0,-6,75.15,3,20000
PAFA,12/25/2024 9:53,0,-6,75.15,3,20000
PAFA,12/7/2023 22:53,-3,-9,74.83,3,20000
PAFA,12/7/2023 23:53,-3,-9,74.83,3,20000
PAFA,12/20/2024 21:53,-5,-11,74.61,3,20000
PAFA,9/12/2024 6:53,46,38,73.47,3,20000
PAFA,12/27/2023 0:53,-16,-22,73.36,3,20000
PAFA,12/27/2023 1:53,-17,-23,73.24,3,20000
PAFA,3/19/2025 14:53,10,3,72.75,3,20000
PAFA,3/6/2023 6:53,4,-3,72.74,3,20000
PAFA,10/7/2024 21:53,35,27,72.32,3,20000
PAFA,4/28/2023 11:53,28.9,21,71.96,3,20000
PAFA,3/25/2024 7:53,30,22,71.78,3,20000
PAFA,3/25/2024 8:53,30,22,71.78,3,20000
PAFA,2/14/2024 5:53,27,19,71.45,3,20000
PAFA,6/3/2024 15:53,53,44,71.39,3,20000
PAFA,5/29/2024 14:53,51,42,71.18,3,20000
PAFA,12/8/2023 1:53,-5,-12,70.99,3,20000
PAFA,12/20/2024 23:53,-7,-14,70.74,3,20000
PAFA,7/28/2023 17:53,69,59,70.46,3,20000
PAFA,7/24/2024 15:53,69,59,70.46,3,20000
PAFA,12/8/2023 13:53,-10,-17,70.37,3,20000
PAFA,12/27/2023 9:53,-10,-17,70.37,3,20000
PAFA,3/12/2024 17:53,-10,-17,70.37,3,20000
PAFA,2/9/2023 11:53,-11,-18,70.24,3,20000
PAFA,2/23/2023 3:53,12.9,5,70.13,3,20000
PAFA,12/21/2023 20:53,-14,-21,69.86,3,20000
PAFA,6/1/2023 14:53,37,28,69.63,3,20000
PAFA,12/14/2023 20:28,-18,-25,69.34,3,20000
PAFA,4/29/2024 13:53,28,19,68.57,3,20000
PAFA,3/19/2023 8:53,24.1,15.1,68.09,3,20000
PAFA,3/8/2023 4:53,23,14,67.96,3,20000
PAFA,3/8/2023 5:53,21.9,12.9,67.82,3,20000
PAFA,2/23/2023 4:53,17.1,8.1,67.22,3,20000
PAFA,3/21/2025 9:53,16,7,67.07,3,20000
PAFA,12/8/2023 12:53,-9,-17,66.99,3,20000
PAFA,10/16/2023 21:53,38,28,66.94,3,20000
PAFA,10/7/2024 22:53,37,27,66.82,3,20000
PAFA,4/28/2023 15:53,30.9,21,66.34,3,20000
PAFA,3/20/2025 5:53,9,0,66.16,3,20000
PAFA,12/14/2023 15:53,-16,-24,66.02,3,20000
PAFA,7/28/2023 18:53,72,60,65.92,3,20000
PAFA,5/3/2023 14:53,32,21.9,65.92,3,20000
PAFA,12/14/2023 20:53,-19,-27,65.59,3,20000
PAFA,5/10/2023 9:53,39,28,64.37,3,20000
PAFA,4/22/2024 16:53,36,25,63.98,3,20000
PAFA,5/29/2024 15:53,54,42,63.74,3,20000
PAFA,3/25/2024 6:53,34,23,63.72,3,20000
PAFA,10/17/2023 0:53,41,29,62.04,3,20000
PAFA,6/3/2024 16:53,57,44,61.72,3,20000
PAFA,4/17/2024 7:53,33,21,60.95,3,20000
PAFA,4/16/2024 16:53,30,18,60.53,3,20000
PAFA,3/19/2023 2:53,27,15.1,60.37,3,20000
PAFA,5/15/2023 9:53,44,30.9,59.5,3,20000
PAFA,9/3/2024 20:53,55,40,56.88,3,20000
PAFA,8/21/2024 3:53,54,39,56.74,3,20000
PAFA,7/28/2023 20:53,76,58,53.66,3,20000
PAFA,6/7/2023 15:53,62,44,51.64,3,20000
PAFA,5/17/2024 16:53,48,31,51.54,3,20000
PAFA,6/19/2023 17:53,60,42,51.35,3,20000
PAFA,8/3/2023 20:53,72,53,51.18,3,20000
PAFA,7/28/2023 23:53,81,61,50.65,3,20000
PAFA,8/5/2024 3:53,74,54,49.63,3,20000
PAFA,10/16/2023 23:53,46,28,49.18,3,20000
PAFA,6/19/2023 18:53,64,44,48.31,3,20000
PAFA,4/17/2024 17:53,39,21,48.06,3,20000
PAFA,6/1/2023 17:53,44,24.1,44.98,3,20000
PAFA,8/3/2023 21:53,75,51,42.98,3,20000
PAFA,9/5/2024 20:53,65,40,39.83,3,20000
PAFA,5/15/2024 5:53,55,31,39.8,3,20000
PAFA,3/22/2024 22:58,44,20,37.97,3,20000
PAFA,9/6/2024 0:53,69,41,36.06,3,20000
PAFA,4/29/2024 19:53,44,18,34.86,3,20000
PAFA,9/5/2024 23:53,71,40,32.4,3,20000
PAFA,5/16/2024 20:53,59,25,26.92,3,20000
PAFA,8/13/2023 13:53,51,49,92.83,0,20000
PAFA,8/5/2024 10:53,56,53,89.64,0,20000
PAFA,8/5/2024 11:53,56,53,89.64,0,20000
PAFA,8/5/2024 12:53,55,52,89.59,0,20000
PAFA,9/4/2024 14:53,37,34,88.78,0,20000
PAFA,10/7/2024 11:53,28,25,88.33,0,20000
PAFA,10/7/2024 14:53,26,23,88.23,0,20000
PAFA,10/7/2024 16:53,25,22,88.18,0,20000
PAFA,3/26/2024 9:53,24,21,88.13,0,20000
PAFA,3/26/2024 12:53,22,19,88.02,0,20000
PAFA,12/10/2024 9:53,22,19,88.02,0,20000
PAFA,2/21/2024 10:53,20,17,87.92,0,20000
PAFA,8/5/2024 9:53,58,54,86.51,0,20000
PAFA,8/6/2024 11:53,57,53,86.45,0,20000
PAFA,2/7/2024 4:53,-9,-12,86.22,0,20000
PAFA,9/14/2023 10:53,41,37,85.54,0,20000
PAFA,9/14/2023 11:53,40,36,85.48,0,20000
PAFA,10/8/2024 5:53,30,26,84.85,0,20000
PAFA,10/3/2024 8:53,29,25,84.79,0,20000
PAFA,10/3/2024 9:53,28,24,84.72,0,20000
PAFA,10/7/2024 13:53,27,23,84.66,0,20000
PAFA,10/8/2024 8:53,27,23,84.66,0,20000
PAFA,10/7/2024 15:53,26,22,84.59,0,20000
PAFA,3/26/2024 10:53,24,20,84.46,0,20000
PAFA,12/10/2024 11:53,24,20,84.46,0,20000
PAFA,12/10/2024 13:53,24,20,84.46,0,20000
PAFA,3/25/2024 11:53,23,19,84.39,0,20000
PAFA,11/2/2023 0:53,22,18,84.33,0,20000
PAFA,3/25/2024 16:53,21,17,84.26,0,20000
PAFA,12/10/2024 14:53,21,17,84.26,0,20000
PAFA,3/25/2024 14:53,20,16,84.19,0,20000
PAFA,3/25/2024 15:53,20,16,84.19,0,20000
PAFA,3/26/2024 13:53,20,16,84.19,0,20000
PAFA,3/26/2024 14:53,20,16,84.19,0,20000
PAFA,3/26/2024 15:53,20,16,84.19,0,20000
PAFA,7/26/2023 8:53,69,64,84.09,0,20000
PAFA,10/26/2023 17:53,16,12,83.91,0,20000
PAFA,10/29/2023 14:53,15,11,83.84,0,20000
PAFA,2/14/2024 11:53,15,11,83.84,0,20000
PAFA,11/29/2023 18:53,14,10,83.77,0,20000
PAFA,2/19/2025 4:53,11,7,83.56,0,20000
PAFA,8/6/2024 10:53,59,54,83.46,0,20000
PAFA,2/5/2023 0:53,4,0,83.42,0,20000
PAFA,11/16/2023 13:53,9,5,83.41,0,20000
PAFA,8/6/2024 13:53,57,52,83.33,0,20000
PAFA,3/8/2023 15:53,7,3,83.27,0,20000
PAFA,11/27/2023 12:53,7,3,83.27,0,20000
PAFA,2/18/2023 17:53,1,-3,83.21,0,20000
PAFA,8/13/2023 15:53,54,49,83.13,0,20000
PAFA,2/10/2024 7:53,3,-1,82.97,0,20000
PAFA,1/15/2025 12:53,2,-2,82.89,0,20000
PAFA,2/12/2024 11:53,0,-4,82.74,0,20000
PAFA,8/21/2024 5:53,47,42,82.65,0,20000
PAFA,9/3/2024 5:53,47,42,82.65,0,20000
PAFA,10/3/2024 6:53,30,25,81.4,0,20000
PAFA,10/7/2024 12:53,30,25,81.4,0,20000
PAFA,10/3/2024 7:53,29,24,81.32,0,20000
PAFA,3/25/2024 10:53,26,21,81.09,0,20000
PAFA,3/26/2024 8:53,26,21,81.09,0,20000
PAFA,8/5/2023 6:53,67,61,81.05,0,20000
PAFA,10/14/2023 6:53,24,19,80.93,0,20000
PAFA,10/14/2023 7:53,24,19,80.93,0,20000
PAFA,12/10/2024 12:53,24,19,80.93,0,20000
PAFA,7/28/2023 15:53,65,59,80.9,0,20000
PAFA,3/25/2024 12:53,23,18,80.85,0,20000
PAFA,3/25/2024 17:53,23,18,80.85,0,20000
PAFA,3/26/2024 11:53,23,18,80.85,0,20000
PAFA,10/26/2023 20:53,22,17,80.77,0,20000
PAFA,12/10/2024 15:53,22,17,80.77,0,20000
PAFA,10/26/2023 19:53,20,15,80.6,0,20000
PAFA,1/2/2023 21:53,10.9,6,80.57,0,20000
PAFA,1/3/2023 1:53,10.9,6,80.57,0,20000
PAFA,2/13/2024 14:53,19,14,80.52,0,20000
PAFA,2/13/2024 15:53,19,14,80.52,0,20000
PAFA,10/26/2023 18:53,18,13,80.44,0,20000
PAFA,10/29/2023 5:53,18,13,80.44,0,20000
PAFA,10/29/2023 7:53,18,13,80.44,0,20000
PAFA,10/29/2023 8:53,18,13,80.44,0,20000
PAFA,10/29/2023 0:53,16,11,80.27,0,20000
PAFA,8/26/2023 8:53,56,50,80.23,0,20000
PAFA,8/15/2024 5:53,56,50,80.23,0,20000
PAFA,10/29/2023 16:53,15,10,80.19,0,20000
PAFA,11/29/2023 15:53,15,10,80.19,0,20000
PAFA,10/29/2023 1:53,14,9,80.1,0,20000
PAFA,10/29/2023 15:53,14,9,80.1,0,20000
PAFA,11/29/2023 17:53,14,9,80.1,0,20000
PAFA,1/19/2025 12:53,14,9,80.1,0,20000
PAFA,1/3/2023 0:53,12,7,79.93,0,20000
PAFA,11/16/2023 10:53,12,7,79.93,0,20000
PAFA,1/2/2023 10:53,15.1,10,79.84,0,20000
PAFA,1/12/2023 16:53,1.9,-3,79.79,0,20000
PAFA,3/21/2023 15:53,1.9,-3,79.79,0,20000
PAFA,6/4/2024 14:53,50,44,79.76,0,20000
PAFA,3/8/2023 14:53,10,5,79.76,0,20000
PAFA,11/30/2023 4:53,9,4,79.67,0,20000
PAFA,2/15/2024 19:53,9,4,79.67,0,20000
PAFA,12/5/2024 13:23,9,4,79.67,0,20000
PAFA,1/19/2025 5:53,8,3,79.58,0,20000
PAFA,11/23/2023 8:53,7,2,79.5,0,20000
PAFA,1/8/2025 16:53,7,2,79.5,0,20000
PAFA,2/28/2025 15:53,5,0,79.32,0,20000
PAFA,1/2/2023 23:53,9,4,79.31,0,20000
PAFA,2/10/2024 19:53,4,-1,79.23,0,20000
PAFA,2/28/2025 13:53,4,-1,79.23,0,20000
PAFA,2/11/2023 17:53,-5,-9.9,79.16,0,20000
PAFA,1/5/2023 12:53,7,1.9,79.13,0,20000
PAFA,12/24/2024 17:53,2,-3,79.04,0,20000
PAFA,3/21/2023 14:53,1,-4,78.95,0,20000
PAFA,5/7/2024 17:53,39,33,78.86,0,20000
PAFA,12/24/2024 19:53,0,-5,78.86,0,20000
PAFA,12/24/2024 20:53,-1,-6,78.77,0,20000
PAFA,1/5/2023 3:53,0,-5,78.48,0,20000
PAFA,3/12/2023 6:53,0,-5,78.48,0,20000
PAFA,1/3/2023 16:53,-4,-9,78.48,0,20000
PAFA,2/12/2025 20:53,-5,-10,78.39,0,20000
PAFA,7/28/2023 16:53,65,58,78.06,0,20000
PAFA,12/8/2023 2:53,-9,-14,78,0,20000
PAFA,11/1/2023 23:53,29,23,77.98,0,20000
PAFA,2/4/2025 6:53,-10,-15,77.9,0,20000
PAFA,8/8/2023 17:53,63,56,77.89,0,20000
PAFA,3/25/2024 9:53,27,21,77.8,0,20000
PAFA,11/8/2023 20:53,25,19,77.62,0,20000
PAFA,2/11/2023 18:53,-9,-14.1,77.61,0,20000
PAFA,2/14/2024 10:53,18,12,76.97,0,20000
PAFA,2/14/2024 14:53,18,12,76.97,0,20000
PAFA,2/14/2024 17:53,18,12,76.97,0,20000
PAFA,6/4/2024 15:53,52,45,76.94,0,20000
PAFA,10/29/2023 2:53,16,10,76.77,0,20000
PAFA,1/19/2025 9:53,14,8,76.58,0,20000
PAFA,11/26/2023 15:53,11,5,76.28,0,20000
PAFA,11/30/2023 3:53,11,5,76.28,0,20000
PAFA,7/26/2023 7:53,72,64,75.92,0,20000
PAFA,1/12/2023 15:53,4,-2,75.92,0,20000
PAFA,1/17/2023 2:53,4,-2,75.92,0,20000
PAFA,2/22/2025 7:53,6,0,75.78,0,20000
PAFA,2/28/2025 14:53,6,0,75.78,0,20000
PAFA,1/5/2023 8:53,1.9,-4,75.71,0,20000
PAFA,1/6/2025 17:53,4,-2,75.57,0,20000
PAFA,3/20/2025 8:53,4,-2,75.57,0,20000
PAFA,11/23/2024 17:53,3,-3,75.46,0,20000
PAFA,2/16/2025 7:53,3,-3,75.46,0,20000
PAFA,7/24/2024 13:53,66,58,75.39,0,20000
PAFA,4/4/2025 17:53,35,28,75.36,0,20000
PAFA,10/16/2023 20:53,34,27,75.26,0,20000
PAFA,11/23/2023 1:53,1,-5,75.25,0,20000
PAFA,11/23/2023 3:53,1,-5,75.25,0,20000
PAFA,12/24/2024 18:53,1,-5,75.25,0,20000
PAFA,2/28/2025 17:53,1,-5,75.25,0,20000
PAFA,10/7/2024 19:53,33,26,75.17,0,20000
PAFA,1/5/2023 4:53,0,-6,75.15,0,20000
PAFA,2/10/2023 0:53,-4,-9.9,75.09,0,20000
PAFA,1/1/2023 14:53,-5,-11,74.97,0,20000
PAFA,1/10/2023 15:53,-5,-11,74.97,0,20000
PAFA,1/13/2023 23:53,-5,-11,74.97,0,20000
PAFA,3/12/2023 7:53,-2,-8,74.93,0,20000
PAFA,3/27/2024 7:53,30,23,74.87,0,20000
PAFA,3/20/2025 13:53,-3,-9,74.83,0,20000
PAFA,3/25/2024 18:53,29,22,74.77,0,20000
PAFA,1/14/2023 0:53,-7,-13,74.75,0,20000
PAFA,3/12/2023 13:53,-7,-13,74.75,0,20000
PAFA,11/13/2024 21:53,-4,-10,74.72,0,20000
PAFA,8/3/2023 15:53,58,50,74.64,0,20000
PAFA,1/3/2023 17:53,-3,-9,74.47,0,20000
PAFA,1/10/2023 3:53,-3,-9,74.47,0,20000
PAFA,2/13/2024 13:53,25,18,74.36,0,20000
PAFA,1/5/2023 7:53,-0.9,-7,74.33,0,20000
PAFA,2/7/2024 16:53,-8,-14,74.28,0,20000
PAFA,12/21/2024 0:53,-8,-14,74.28,0,20000
PAFA,9/6/2024 16:53,54,46,74.26,0,20000
PAFA,1/25/2023 19:53,-9,-15,74.16,0,20000
PAFA,2/7/2024 14:53,-9,-15,74.16,0,20000
PAFA,11/13/2024 19:53,-9,-15,74.16,0,20000
PAFA,11/13/2024 20:53,-9,-15,74.16,0,20000
PAFA,12/26/2024 13:53,-9,-15,74.16,0,20000
PAFA,2/4/2025 5:53,-9,-15,74.16,0,20000
PAFA,2/4/2025 7:53,-9,-15,74.16,0,20000
PAFA,2/4/2025 8:53,-10,-16,74.05,0,20000
PAFA,2/4/2025 9:53,-10,-16,74.05,0,20000
PAFA,2/15/2024 4:53,21,14,73.94,0,20000
PAFA,12/21/2023 22:53,-11,-17,73.94,0,20000
PAFA,1/1/2023 13:53,-8,-14.1,73.9,0,20000
PAFA,1/25/2023 20:53,-8,-14.1,73.9,0,20000
PAFA,2/7/2024 11:53,-13,-19,73.71,0,20000
PAFA,9/3/2024 18:53,47,39,73.57,0,20000
PAFA,1/25/2023 17:53,-9.9,-16.1,73.31,0,20000
PAFA,1/25/2023 18:53,-9.9,-16.1,73.31,0,20000
PAFA,12/14/2023 16:53,-20,-26,72.88,0,20000
PAFA,1/30/2024 12:53,-21,-27,72.76,0,20000
PAFA,3/6/2023 5:53,4,-3,72.74,0,20000
PAFA,11/26/2023 9:53,8,1,72.52,0,20000
PAFA,11/26/2023 10:53,7,0,72.41,0,20000
PAFA,2/28/2025 6:53,6,-1,72.29,0,20000
PAFA,10/7/2024 20:53,34,26,72.22,0,20000
PAFA,6/21/2024 13:53,57,48,71.81,0,20000
PAFA,1/27/2023 20:53,-5,-11.9,71.69,0,20000
PAFA,4/29/2024 14:53,29,21,71.67,0,20000
PAFA,11/23/2023 2:53,0,-7,71.59,0,20000
PAFA,1/19/2023 16:53,-4,-11,71.11,0,20000
PAFA,12/23/2023 4:53,-4,-11,71.11,0,20000
PAFA,12/20/2024 22:53,-4,-11,71.11,0,20000
PAFA,12/8/2023 0:53,-5,-12,70.99,0,20000
PAFA,12/20/2024 20:53,-5,-12,70.99,0,20000
PAFA,3/5/2025 3:53,22,14,70.88,0,20000
PAFA,3/12/2023 14:53,-8,-15,70.62,0,20000
PAFA,2/7/2024 15:53,-8,-15,70.62,0,20000
PAFA,2/7/2024 13:53,-10,-17,70.37,0,20000
PAFA,12/8/2023 14:53,-11,-18,70.24,0,20000
PAFA,2/7/2024 12:53,-11,-18,70.24,0,20000
PAFA,11/20/2024 1:53,-11,-18,70.24,0,20000
PAFA,12/21/2023 19:53,-12,-19,70.12,0,20000
PAFA,12/21/2023 21:53,-12,-19,70.12,0,20000
PAFA,12/27/2023 8:53,-12,-19,70.12,0,20000
PAFA,4/5/2025 17:53,39,30,69.85,0,20000
PAFA,8/3/2023 16:53,61,51,69.6,0,20000
PAFA,2/9/2023 12:53,-16.1,-23.1,69.59,0,20000
PAFA,10/5/2024 16:53,34,25,69.28,0,20000
PAFA,3/20/2025 6:53,8,0,69.21,0,20000
PAFA,4/1/2023 15:53,6,-2,68.64,0,20000
PAFA,5/4/2023 16:53,37,27,66.82,0,20000
PAFA,12/8/2023 11:53,-12,-20,66.58,0,20000
PAFA,4/1/2023 16:53,10,1,66.29,0,20000
PAFA,9/3/2024 19:53,51,40,65.87,0,20000
PAFA,3/6/2023 4:53,6,-3,65.77,0,20000
PAFA,7/24/2024 16:53,70,58,65.69,0,20000
PAFA,3/5/2025 2:53,28,18,65.69,0,20000
PAFA,4/3/2025 21:53,44,33,65.01,0,20000
PAFA,3/21/2024 3:53,22,12,64.9,0,20000
PAFA,4/10/2023 17:53,-0.9,-9.9,64.81,0,20000
PAFA,12/15/2023 18:53,-26,-34,64.56,0,20000
PAFA,10/16/2023 22:53,39,28,64.37,0,20000
PAFA,8/5/2023 5:53,73,60,63.73,0,20000
PAFA,3/22/2024 19:53,31,20,63.32,0,20000
PAFA,3/6/2023 3:53,8.1,-2,62.7,0,20000
PAFA,8/3/2023 17:53,64,51,62.62,0,20000
PAFA,3/21/2025 8:53,21,10,61.95,0,20000
PAFA,5/4/2023 17:53,39,27,61.78,0,20000
PAFA,8/3/2023 18:53,66,52,60.6,0,20000
PAFA,3/5/2023 20:53,8.1,-3,60.07,0,20000
PAFA,3/13/2024 21:53,-1,-12,58.68,0,20000
PAFA,4/16/2024 17:53,33,20,58.41,0,20000
PAFA,3/5/2025 1:53,32,19,58.27,0,20000
PAFA,3/25/2024 19:53,36,22,56.42,0,20000
PAFA,3/13/2024 22:53,1,-11,56.15,0,20000
PAFA,8/16/2024 4:53,65,49,56.13,0,20000
PAFA,3/5/2025 0:53,34,20,56.12,0,20000
PAFA,3/5/2023 21:53,12,-0.9,55.48,0,20000
PAFA,4/4/2025 2:53,45,30,55.43,0,20000
PAFA,3/6/2023 2:53,10.9,-2,55.3,0,20000
PAFA,3/5/2023 19:53,7,-6,54.41,0,20000
PAFA,7/28/2023 21:53,77,59,53.8,0,20000
PAFA,3/1/2025 0:53,28,13,52.84,0,20000
PAFA,3/6/2023 1:53,12,-2,52.67,0,20000
PAFA,4/27/2023 17:53,39,23,52.3,0,20000
PAFA,5/3/2023 16:53,38,21.9,52.13,0,20000
PAFA,3/4/2025 23:53,36,20,51.83,0,20000
PAFA,4/5/2025 18:53,45,28,51.08,0,20000
PAFA,3/19/2024 22:53,30,14,50.88,0,20000
PAFA,7/24/2024 20:53,79,59,50.36,0,20000
PAFA,4/27/2023 16:53,37,19.9,49.61,0,20000
PAFA,4/5/2025 19:53,46,28,49.18,0,20000
PAFA,4/26/2023 17:53,30.9,14,49.05,0,20000
PAFA,7/29/2023 0:53,81,60,48.88,0,20000
PAFA,4/21/2023 22:53,41,23,48.39,0,20000
PAFA,5/17/2024 17:53,51,32,47.99,0,20000
PAFA,3/22/2024 20:53,38,20,47.9,0,20000
PAFA,3/19/2024 23:53,33,15,47.08,0,20000
PAFA,3/6/2023 0:53,16,-0.9,46.56,0,20000
PAFA,7/29/2023 2:53,83,60,45.81,0,20000
PAFA,5/16/2024 16:53,48,28,45.61,0,20000
PAFA,3/20/2024 1:53,35,16,45.4,0,20000
PAFA,3/5/2023 23:53,17.1,-0.9,44.39,0,20000
PAFA,7/29/2023 1:53,83,59,44.2,0,20000
PAFA,3/20/2024 0:53,36,16,43.64,0,20000
PAFA,5/17/2024 18:53,56,34,43.3,0,20000
PAFA,3/29/2024 22:53,42,21,42.78,0,20000
PAFA,7/24/2024 21:53,82,57,42.49,0,20000
PAFA,4/26/2024 18:53,51,29,42.49,0,20000
PAFA,7/24/2024 23:06,84,57,39.83,0,20000
PAFA,7/24/2024 22:53,85,57,38.57,0,20000
PAFA,7/24/2024 23:53,84,56,38.42,0,20000
PAFA,7/25/2024 1:53,86,57,37.35,0,20000
PAFA,7/25/2024 0:53,86,56,36.03,0,20000
PAFA,4/2/2024 0:53,44,18,34.86,0,20000
PAFA,10/5/2024 20:53,52,25,34.72,0,20000
PAFA,4/1/2024 22:53,42,16,34.52,0,20000
PAFA,5/16/2024 18:53,55,27,33.79,0,20000
PAFA,4/1/2024 23:53,43,16,33.22,0,20000
PAFA,5/15/2023 18:53,58,27,30.43,0,20000
PAFA,4/17/2024 0:53,48,18,29.96,0,20000
PAFA,4/26/2024 20:53,56,24,28.77,0,20000
PAFA,5/19/2024 18:53,61,22,22.11,0,20000
PAFA,5/20/2023 5:53,73,34,23.9,10,20000
PAFA,11/8/2023 11:53,13,8,80.02,9,20000
PAFA,10/31/2024 12:53,9,1,69.33,8,20000
PAFA,1/28/2023 4:53,1.9,-6,68.77,8,20000
PAFA,4/26/2023 5:53,34,19,53.77,8,20000
PAFA,3/12/2024 11:53,-2,-16,50.3,8,20000
PAFA,4/26/2023 2:53,40,19.9,44.29,8,20000
PAFA,8/15/2024 21:53,68,45,43.51,8,20000
PAFA,10/16/2023 9:53,30,25,81.4,7,20000
PAFA,10/4/2024 15:53,29,23,77.98,7,20000
PAFA,9/12/2024 10:53,43,36,76.12,7,20000
PAFA,12/9/2024 16:53,30,23,74.87,7,20000
PAFA,12/3/2024 18:53,1,-7,68.32,7,20000
PAFA,10/16/2023 10:53,29,24,81.32,6,20000
PAFA,11/7/2024 15:53,16,11,80.27,6,20000
PAFA,10/28/2024 10:53,5,0,79.32,6,20000
PAFA,11/8/2023 12:53,16,10,76.77,6,20000
PAFA,1/16/2023 18:53,7,1,75.88,6,20000
PAFA,2/20/2025 15:53,9,2,72.64,6,20000
PAFA,12/3/2024 19:53,1,-6,71.71,6,20000
PAFA,1/28/2023 5:53,0,-7,71.25,6,20000
PAFA,12/27/2023 3:53,-16,-23,69.6,6,20000
PAFA,12/4/2023 8:53,-6,-14,67.4,6,20000
PAFA,4/14/2023 18:53,21.9,7,52.1,6,20000
PAFA,5/20/2023 0:53,79,32,18.06,6,20000
PAFA,4/4/2024 13:53,19,16,87.87,5,20000
PAFA,10/16/2023 11:53,28,24,84.72,5,20000
PAFA,10/16/2023 12:53,29,24,81.32,5,20000
PAFA,11/7/2024 14:53,15,10,80.19,5,20000
PAFA,12/5/2024 11:53,7,2,79.5,5,20000
PAFA,1/9/2025 12:53,2,-3,79.04,5,20000
PAFA,1/17/2024 15:53,10,4,76.18,5,20000
PAFA,10/31/2024 13:53,8,2,75.98,5,20000
PAFA,2/9/2024 12:53,-6,-12,74.5,5,20000
PAFA,12/7/2023 21:53,0,-7,71.59,5,20000
PAFA,1/13/2025 6:53,40,27,59.41,5,20000
PAFA,4/26/2023 6:53,32,18,55.82,5,20000
PAFA,2/22/2024 7:53,12,9,87.48,4,20000
PAFA,8/15/2024 9:53,48,44,85.95,4,20000
PAFA,8/15/2024 11:53,46,42,85.83,4,20000
PAFA,3/5/2025 7:53,19,15,84.12,4,20000
PAFA,2/22/2024 9:53,16,12,83.91,4,20000
PAFA,4/16/2024 13:53,22,16,77.34,4,20000
PAFA,3/5/2025 5:53,18,12,76.97,4,20000
PAFA,1/9/2025 14:53,3,-3,75.46,4,20000
PAFA,1/9/2025 13:53,0,-6,75.15,4,20000
PAFA,2/9/2024 9:53,-2,-8,74.93,4,20000
PAFA,2/20/2025 19:53,8,1,72.52,4,20000
PAFA,12/5/2023 10:53,-5,-12,70.99,4,20000
PAFA,12/5/2023 11:53,-5,-12,70.99,4,20000
